Exchange Date,Close,%Chg,Volume
02-Apr-2014,70.772,-0.002 ,2012369 
03-Apr-2014,70.707,0.001 ,1651244 
04-Apr-2014,71.136,-0.001 ,1903211 
07-Apr-2014,70.864,-0.002 ,1277112 
08-Apr-2014,71.459,-0.001 ,1483540 
09-Apr-2014,72.339,0.010 ,2552250 
10-Apr-2014,72.922,0.005 ,1847183 
11-Apr-2014,72.264,-0.007 ,1939930 
14-Apr-2014,71.683,-0.011 ,2428438 
15-Apr-2014,71.575,0.005 ,1541322 
16-Apr-2014,71.899,0.003 ,1498991 
17-Apr-2014,71.943,0.005 ,1948111 
22-Apr-2014,72.696,0.006 ,1706461 
23-Apr-2014,72.996,0.013 ,2937047 
24-Apr-2014,72.673,-0.002 ,7817324 
28-Apr-2014,73.150,0.007 ,2066294 
29-Apr-2014,72.767,-0.006 ,2504689 
30-Apr-2014,72.847,-0.001 ,2061510 
01-May-2014,72.537,-0.003 ,2323199 
02-May-2014,72.998,0.006 ,1960805 
05-May-2014,72.774,-0.003 ,2232589 
06-May-2014,73.712,0.004 ,1475064 
07-May-2014,72.860,-0.009 ,2242874 
08-May-2014,73.692,0.007 ,1999936 
09-May-2014,74.010,0.005 ,1624138 
12-May-2014,73.875,-0.002 ,1202879 
13-May-2014,74.359,0.007 ,2212300 
14-May-2014,75.409,0.012 ,2660828 
15-May-2014,75.561,0.004 ,3520651 
16-May-2014,74.856,-0.010 ,2254007 
19-May-2014,73.829,-0.010 ,2088228 
20-May-2014,73.373,0.003 ,2086992 
21-May-2014,73.767,0.005 ,2450465 
22-May-2014,73.974,0.006 ,2201804 
23-May-2014,74.612,0.008 ,2078591 
26-May-2014,74.922,0.003 ,1256758 
27-May-2014,75.203,0.001 ,1196003 
28-May-2014,75.263,0.003 ,1218287 
29-May-2014,75.952,0.001 ,1316932 
30-May-2014,75.542,-0.006 ,10072303 
02-Jun-2014,75.647,0.008 ,1722344 
03-Jun-2014,75.438,-0.004 ,2285494 
04-Jun-2014,74.860,-0.009 ,1936913 
05-Jun-2014,75.191,-0.002 ,2045449 
06-Jun-2014,75.896,0.010 ,2027804 
10-Jun-2014,76.827,0.008 ,2437780 
11-Jun-2014,76.696,-0.003 ,1651037 
12-Jun-2014,76.747,-0.004 ,2100573 
13-Jun-2014,76.403,-0.002 ,2704114 
16-Jun-2014,76.290,-0.002 ,3199462 
17-Jun-2014,75.412,-0.004 ,2723696 
18-Jun-2014,75.769,-0.003 ,2081658 
19-Jun-2014,76.912,0.016 ,4476147 
20-Jun-2014,76.008,-0.011 ,2652545 
23-Jun-2014,76.622,0.005 ,1969837 
24-Jun-2014,75.963,-0.003 ,1844746 
25-Jun-2014,75.772,-0.007 ,2873270 
26-Jun-2014,76.793,0.013 ,2335998 
27-Jun-2014,76.322,-0.007 ,8847976 
30-Jun-2014,75.858,-0.007 ,2671765 
01-Jul-2014,75.530,-0.011 ,3795149 
02-Jul-2014,76.000,0.012 ,2410910 
03-Jul-2014,75.789,0.008 ,1686492 
04-Jul-2014,76.283,0.005 ,1360009 
07-Jul-2014,75.839,-0.007 ,1611852 
08-Jul-2014,76.012,-0.000 ,1718466 
09-Jul-2014,75.596,-0.007 ,2689177 
10-Jul-2014,75.508,0.001 ,1576882 
11-Jul-2014,75.863,0.005 ,2279193 
14-Jul-2014,76.336,0.006 ,1311370 
15-Jul-2014,75.921,-0.003 ,1913050 
16-Jul-2014,75.789,-0.002 ,1651444 
17-Jul-2014,75.530,-0.002 ,2891416 
18-Jul-2014,75.884,0.001 ,2015613 
21-Jul-2014,75.839,0.001 ,1539753 
22-Jul-2014,75.891,-0.001 ,1866076 
23-Jul-2014,76.674,0.004 ,2549961 
24-Jul-2014,76.820,0.006 ,2209405 
25-Jul-2014,76.868,0.003 ,6518220 
28-Jul-2014,76.705,-0.003 ,1435155 
29-Jul-2014,76.844,0.004 ,1891840 
30-Jul-2014,77.133,0.009 ,2165235 
31-Jul-2014,77.425,0.007 ,2871956 
01-Aug-2014,76.656,-0.011 ,2588594 
04-Aug-2014,76.648,-0.003 ,1367645 
05-Aug-2014,75.920,-0.006 ,2629909 
06-Aug-2014,76.010,-0.004 ,2373980 
07-Aug-2014,75.004,-0.004 ,2776202 
08-Aug-2014,73.936,-0.015 ,3708717 
11-Aug-2014,74.065,0.003 ,2255370 
12-Aug-2014,75.269,0.016 ,3663805 
13-Aug-2014,74.902,-0.009 ,3583807 
14-Aug-2014,75.078,0.001 ,3672071 
15-Aug-2014,75.238,0.002 ,2894486 
18-Aug-2014,75.431,0.002 ,2880638 
19-Aug-2014,73.981,-0.017 ,7877914 
20-Aug-2014,74.164,0.004 ,3263417 
21-Aug-2014,74.224,-0.000 ,3214022 
22-Aug-2014,74.643,0.004 ,1842071 
25-Aug-2014,74.406,-0.001 ,2576914 
26-Aug-2014,74.707,0.003 ,2097541 
27-Aug-2014,75.325,0.005 ,2530929 
28-Aug-2014,75.465,0.000 ,2110314 
29-Aug-2014,75.486,0.002 ,4978117 
01-Sep-2014,75.451,-0.000 ,1903859 
02-Sep-2014,75.175,0.002 ,1762902 
03-Sep-2014,75.912,0.002 ,1993974 
04-Sep-2014,75.823,-0.002 ,1567342 
05-Sep-2014,75.815,-0.003 ,1459455 
08-Sep-2014,74.986,-0.000 ,1604426 
09-Sep-2014,74.611,0.003 ,1751562 
10-Sep-2014,74.239,0.000 ,2945649 
11-Sep-2014,72.978,-0.011 ,3327145 
12-Sep-2014,72.112,-0.005 ,2769011 
15-Sep-2014,70.856,-0.016 ,3841113 
16-Sep-2014,70.722,-0.009 ,4875693 
17-Sep-2014,68.916,-0.011 ,5449335 
18-Sep-2014,69.368,0.003 ,5083166 
19-Sep-2014,69.039,0.003 ,4601709 
22-Sep-2014,67.445,-0.017 ,3667043 
23-Sep-2014,67.956,0.011 ,5243148 
24-Sep-2014,67.502,-0.011 ,3090803 
25-Sep-2014,66.981,0.003 ,2674307 
26-Sep-2014,65.594,-0.018 ,8692055 
29-Sep-2014,64.501,-0.011 ,2949419 
30-Sep-2014,65.486,0.012 ,4057006 
01-Oct-2014,66.216,0.012 ,3732042 
02-Oct-2014,66.375,-0.005 ,2593567 
03-Oct-2014,66.120,0.011 ,2651995 
06-Oct-2014,66.372,-0.006 ,1355066 
07-Oct-2014,66.438,-0.005 ,3712346 
08-Oct-2014,65.960,-0.010 ,2463504 
09-Oct-2014,66.553,0.016 ,3108114 
10-Oct-2014,64.583,-0.019 ,3356305 
13-Oct-2014,64.646,-0.009 ,2992363 
14-Oct-2014,64.225,-0.000 ,3352126 
15-Oct-2014,66.218,0.018 ,3388368 
16-Oct-2014,66.126,0.006 ,4756471 
17-Oct-2014,66.558,0.008 ,3684444 
20-Oct-2014,67.468,0.009 ,2468057 
21-Oct-2014,67.383,-0.001 ,1837913 
22-Oct-2014,67.700,0.005 ,2593872 
23-Oct-2014,68.107,0.008 ,2271471 
24-Oct-2014,68.896,0.008 ,2354967 
27-Oct-2014,70.046,0.016 ,3510156 
28-Oct-2014,70.617,0.002 ,2905889 
29-Oct-2014,69.629,-0.008 ,2851626 
30-Oct-2014,70.400,0.007 ,2142381 
31-Oct-2014,70.392,0.004 ,11377652 
03-Nov-2014,69.498,0.000 ,1908715 
04-Nov-2014,70.196,0.003 ,2298049 
05-Nov-2014,69.682,0.010 ,3217556 
06-Nov-2014,69.099,-0.005 ,3053725 
07-Nov-2014,71.053,0.019 ,5219358 
10-Nov-2014,70.774,-0.002 ,3146991 
11-Nov-2014,71.696,0.005 ,2737100 
12-Nov-2014,70.964,-0.014 ,3313352 
13-Nov-2014,70.485,-0.007 ,3025834 
14-Nov-2014,71.106,0.006 ,1982352 
17-Nov-2014,70.145,-0.010 ,1939125 
18-Nov-2014,70.175,-0.000 ,1772660 
19-Nov-2014,69.026,-0.005 ,2066311 
20-Nov-2014,68.847,-0.002 ,2161904 
21-Nov-2014,69.023,-0.003 ,2172260 
24-Nov-2014,68.891,0.004 ,2109754 
25-Nov-2014,67.984,-0.003 ,2541594 
26-Nov-2014,68.857,0.010 ,2028641 
27-Nov-2014,69.233,0.006 ,2215179 
28-Nov-2014,68.314,-0.010 ,6687000 
01-Dec-2014,67.376,-0.011 ,2323145 
02-Dec-2014,67.769,0.012 ,3266667 
03-Dec-2014,68.015,0.008 ,2576514 
04-Dec-2014,68.419,0.008 ,3042373 
05-Dec-2014,67.582,-0.005 ,2165552 
08-Dec-2014,67.949,0.009 ,3220160 
09-Dec-2014,67.635,-0.004 ,3345839 
10-Dec-2014,68.120,0.004 ,3285444 
11-Dec-2014,67.612,-0.002 ,3116243 
12-Dec-2014,66.990,-0.005 ,2397391 
15-Dec-2014,66.346,-0.006 ,2214018 
16-Dec-2014,66.157,-0.004 ,3452804 
17-Dec-2014,65.433,0.001 ,2985687 
18-Dec-2014,66.421,0.010 ,5091753 
19-Dec-2014,67.780,0.023 ,15227655 
22-Dec-2014,69.032,0.020 ,3367623 
23-Dec-2014,68.454,-0.005 ,2043999 
24-Dec-2014,68.447,-0.000 ,1122469 
29-Dec-2014,69.581,0.013 ,1651721 
30-Dec-2014,69.635,-0.005 ,1594134 
31-Dec-2014,69.581,0.001 ,714089 
02-Jan-2015,68.964,0.001 ,949450 
05-Jan-2015,69.090,0.002 ,1351667 
06-Jan-2015,68.584,-0.008 ,2477303 
07-Jan-2015,68.372,-0.002 ,2127214 
08-Jan-2015,68.979,0.003 ,1997784 
09-Jan-2015,70.172,0.008 ,2647446 
12-Jan-2015,69.479,-0.005 ,1329601 
13-Jan-2015,69.271,-0.004 ,1841454 
14-Jan-2015,67.797,-0.019 ,4248529 
15-Jan-2015,68.216,-0.002 ,3671575 
16-Jan-2015,68.357,0.001 ,2690185 
19-Jan-2015,67.865,-0.006 ,2515361 
20-Jan-2015,67.834,0.005 ,2414154 
21-Jan-2015,68.078,0.014 ,2420862 
22-Jan-2015,68.011,0.007 ,2084339 
23-Jan-2015,67.788,0.012 ,2140219 
27-Jan-2015,69.133,0.016 ,2770764 
28-Jan-2015,68.787,0.001 ,2075674 
29-Jan-2015,68.488,0.012 ,3370876 
30-Jan-2015,68.999,0.006 ,14169508 
02-Feb-2015,69.581,0.004 ,2145343 
03-Feb-2015,70.050,0.008 ,3430399 
04-Feb-2015,69.973,0.004 ,3432205 
05-Feb-2015,72.302,0.027 ,4524581 
06-Feb-2015,72.059,-0.003 ,4105913 
09-Feb-2015,72.067,-0.001 ,2857688 
10-Feb-2015,71.545,-0.004 ,2156266 
11-Feb-2015,70.506,-0.008 ,2828973 
12-Feb-2015,70.129,-0.007 ,4786141 
13-Feb-2015,71.968,0.022 ,3515956 
16-Feb-2015,72.216,0.003 ,2908004 
17-Feb-2015,69.973,-0.037 ,12418830 
18-Feb-2015,70.462,0.008 ,2630043 
19-Feb-2015,70.624,0.005 ,1999495 
20-Feb-2015,70.352,-0.010 ,1542466 
23-Feb-2015,70.112,0.002 ,1754149 
24-Feb-2015,70.872,0.007 ,2157833 
25-Feb-2015,71.237,-0.002 ,1592069 
26-Feb-2015,70.138,-0.005 ,2128962 
27-Feb-2015,71.393,0.017 ,7410021 
02-Mar-2015,71.477,0.007 ,2130131 
03-Mar-2015,71.420,-0.007 ,2663803 
04-Mar-2015,70.806,-0.009 ,1830236 
05-Mar-2015,70.500,-0.000 ,1687536 
06-Mar-2015,69.860,-0.000 ,1263967 
09-Mar-2015,69.333,-0.006 ,1377253 
10-Mar-2015,68.716,0.002 ,1933169 
11-Mar-2015,68.361,-0.002 ,1898450 
12-Mar-2015,70.384,0.014 ,1966250 
13-Mar-2015,69.310,-0.005 ,1755511 
16-Mar-2015,69.731,0.005 ,1814902 
17-Mar-2015,70.766,0.018 ,2773946 
18-Mar-2015,72.163,-0.000 ,3200982 
19-Mar-2015,72.680,0.024 ,5135684 
20-Mar-2015,74.398,0.007 ,5602559 
23-Mar-2015,74.832,-0.009 ,2148673 
24-Mar-2015,74.470,-0.004 ,1728953 
25-Mar-2015,74.768,0.008 ,2459165 
26-Mar-2015,73.043,-0.021 ,3587173 
27-Mar-2015,72.663,0.005 ,7619841 
30-Mar-2015,70.809,-0.013 ,2197578 
31-Mar-2015,70.647,0.003 ,2242125 
01-Apr-2015,70.512,-0.001 ,2238011 
02-Apr-2015,71.253,0.012 ,2216827 
07-Apr-2015,71.504,-0.002 ,3113006 
08-Apr-2015,71.812,-0.002 ,1718675 
09-Apr-2015,71.800,-0.002 ,1591267 
10-Apr-2015,71.864,0.003 ,1260227 
13-Apr-2015,71.027,-0.000 ,1098375 
14-Apr-2015,71.127,-0.003 ,2040962 
15-Apr-2015,70.602,-0.014 ,3315954 
16-Apr-2015,72.156,0.006 ,1994613 
17-Apr-2015,71.160,-0.010 ,2106734 
20-Apr-2015,70.117,-0.008 ,2247375 
21-Apr-2015,70.353,0.005 ,2513522 
22-Apr-2015,70.246,-0.007 ,2356960 
23-Apr-2015,70.172,-0.004 ,2354475 
24-Apr-2015,71.560,0.015 ,5636803 
27-Apr-2015,72.448,0.007 ,1867098 
28-Apr-2015,73.867,-0.002 ,1928211 
29-Apr-2015,72.128,-0.022 ,2663466 
30-Apr-2015,69.802,-0.019 ,3951736 
01-May-2015,69.416,0.001 ,2327589 
04-May-2015,68.584,-0.010 ,3019810 
05-May-2015,69.605,0.001 ,3102582 
06-May-2015,65.753,-0.059 ,7237361 
07-May-2015,65.336,0.002 ,6304452 
08-May-2015,65.155,-0.006 ,3205465 
11-May-2015,64.457,-0.006 ,2882451 
12-May-2015,65.707,0.009 ,3111857 
13-May-2015,67.740,0.013 ,3056369 
14-May-2015,67.150,-0.004 ,3796662 
15-May-2015,67.678,0.014 ,3820247 
18-May-2015,65.909,-0.021 ,3337339 
19-May-2015,65.205,-0.002 ,3105661 
20-May-2015,64.577,-0.004 ,2543214 
21-May-2015,65.589,0.013 ,2889261 
22-May-2015,64.699,-0.005 ,1802006 
25-May-2015,65.350,0.011 ,1497779 
26-May-2015,65.107,0.008 ,2449005 
27-May-2015,64.606,-0.006 ,2235438 
28-May-2015,63.474,-0.007 ,2645873 
29-May-2015,64.624,0.019 ,9148638 
01-Jun-2015,63.892,-0.007 ,2115349 
02-Jun-2015,64.126,-0.018 ,2626591 
03-Jun-2015,63.151,-0.017 ,3746240 
04-Jun-2015,61.577,-0.013 ,3795280 
05-Jun-2015,60.907,-0.003 ,2906834 
09-Jun-2015,61.026,-0.006 ,2823296 
10-Jun-2015,61.660,0.001 ,2251330 
11-Jun-2015,62.777,0.019 ,2587749 
12-Jun-2015,62.541,0.000 ,1838159 
15-Jun-2015,63.212,0.006 ,2378577 
16-Jun-2015,63.475,0.006 ,2007345 
17-Jun-2015,64.899,0.023 ,3698937 
18-Jun-2015,64.512,-0.013 ,5371102 
19-Jun-2015,65.262,0.015 ,3671232 
22-Jun-2015,65.332,0.007 ,2092090 
23-Jun-2015,66.720,0.020 ,2796548 
24-Jun-2015,66.774,0.005 ,2961942 
25-Jun-2015,67.137,0.001 ,2840364 
26-Jun-2015,65.955,-0.007 ,10063746 
29-Jun-2015,64.632,-0.023 ,2505079 
30-Jun-2015,65.230,0.005 ,3217774 
01-Jul-2015,65.390,0.010 ,2073860 
02-Jul-2015,66.347,0.017 ,3133341 
03-Jul-2015,64.713,-0.009 ,2501021 
06-Jul-2015,64.333,-0.004 ,2049360 
07-Jul-2015,64.950,0.016 ,3147799 
08-Jul-2015,63.357,-0.022 ,3983343 
09-Jul-2015,63.360,-0.002 ,2788786 
10-Jul-2015,63.449,0.002 ,1837206 
13-Jul-2015,62.735,-0.007 ,2029809 
14-Jul-2015,63.884,0.013 ,2382854 
15-Jul-2015,63.913,0.010 ,2491820 
16-Jul-2015,64.739,0.010 ,2208732 
17-Jul-2015,64.491,0.000 ,1428469 
20-Jul-2015,64.744,0.004 ,1257931 
21-Jul-2015,64.991,-0.003 ,2018920 
22-Jul-2015,63.527,-0.017 ,2890270 
23-Jul-2015,63.105,-0.004 ,2193268 
24-Jul-2015,62.132,-0.006 ,2277321 
27-Jul-2015,62.233,0.003 ,2295147 
28-Jul-2015,62.987,0.003 ,2519078 
29-Jul-2015,62.799,0.003 ,2316948 
30-Jul-2015,63.139,0.006 ,1950110 
31-Jul-2015,63.591,0.006 ,6791425 
03-Aug-2015,63.297,-0.002 ,1329082 
04-Aug-2015,64.598,0.008 ,2279147 
05-Aug-2015,63.896,-0.007 ,2501660 
06-Aug-2015,61.750,-0.032 ,4513082 
07-Aug-2015,59.966,-0.038 ,5242799 
10-Aug-2015,60.537,0.010 ,3397173 
11-Aug-2015,59.640,-0.000 ,3869143 
17-Aug-2015,59.863,-0.005 ,8127186 
18-Aug-2015,56.437,-0.054 ,7498212 
19-Aug-2015,57.489,0.018 ,5726975 
20-Aug-2015,55.864,-0.027 ,6306169 
21-Aug-2015,55.324,-0.007 ,6935842 
24-Aug-2015,51.838,-0.041 ,6916599 
25-Aug-2015,53.502,0.036 ,8131178 
26-Aug-2015,54.205,0.014 ,6033884 
27-Aug-2015,54.754,0.004 ,4834405 
28-Aug-2015,54.758,-0.001 ,8806346 
31-Aug-2015,53.382,-0.017 ,4715040 
01-Sep-2015,51.413,-0.024 ,4332533 
02-Sep-2015,51.806,0.005 ,4509276 
03-Sep-2015,50.487,-0.023 ,3937578 
04-Sep-2015,49.819,0.003 ,6328120 
07-Sep-2015,50.067,0.002 ,4570660 
08-Sep-2015,52.023,0.026 ,3999324 
09-Sep-2015,53.811,0.034 ,5549748 
10-Sep-2015,53.094,-0.021 ,4595034 
14-Sep-2015,53.191,-0.008 ,5378705 
15-Sep-2015,52.429,-0.015 ,4209355 
16-Sep-2015,54.214,0.026 ,5551703 
17-Sep-2015,54.191,0.003 ,5142469 
18-Sep-2015,54.499,0.003 ,4131169 
21-Sep-2015,52.484,-0.029 ,3651808 
22-Sep-2015,52.309,0.002 ,2229040 
23-Sep-2015,50.113,-0.030 ,5680792 
24-Sep-2015,50.917,0.013 ,3215885 
25-Sep-2015,50.144,-0.015 ,8362078 
28-Sep-2015,50.810,0.018 ,2151950 
29-Sep-2015,48.979,-0.035 ,4504678 
30-Sep-2015,51.028,0.037 ,4795052 
01-Oct-2015,52.182,0.021 ,3277220 
02-Oct-2015,51.711,-0.012 ,2392470 
05-Oct-2015,52.654,0.013 ,1619838 
06-Oct-2015,53.694,0.008 ,2595262 
07-Oct-2015,54.030,0.001 ,2523405 
08-Oct-2015,54.696,0.005 ,1998171 
09-Oct-2015,55.371,0.002 ,2428907 
12-Oct-2015,54.935,-0.012 ,2185101 
13-Oct-2015,53.758,-0.006 ,2371617 
14-Oct-2015,54.399,0.004 ,2682858 
15-Oct-2015,55.238,0.011 ,2302705 
16-Oct-2015,55.552,0.015 ,3732096 
19-Oct-2015,55.404,-0.002 ,1963338 
20-Oct-2015,54.965,-0.009 ,1995934 
21-Oct-2015,54.644,0.001 ,1914141 
22-Oct-2015,55.031,0.008 ,1734973 
23-Oct-2015,55.785,0.013 ,3063301 
26-Oct-2015,56.157,0.002 ,2251288 
27-Oct-2015,55.879,0.003 ,2424679 
28-Oct-2015,55.241,-0.001 ,2108346 
29-Oct-2015,54.528,-0.006 ,2637207 
30-Oct-2015,54.762,-0.006 ,6229906 
02-Nov-2015,53.644,-0.021 ,3023142 
03-Nov-2015,54.936,0.018 ,1949984 
04-Nov-2015,54.724,0.002 ,2574174 
05-Nov-2015,54.157,-0.010 ,2951072 
06-Nov-2015,53.966,0.010 ,2169524 
09-Nov-2015,53.231,-0.013 ,2288971 
10-Nov-2015,52.549,-0.011 ,3464540 
11-Nov-2015,53.641,0.017 ,2720061 
12-Nov-2015,55.147,0.018 ,2560501 
13-Nov-2015,54.009,-0.021 ,2885084 
16-Nov-2015,53.049,-0.013 ,2114256 
17-Nov-2015,54.789,0.031 ,2930849 
18-Nov-2015,55.344,0.010 ,3150721 
19-Nov-2015,56.918,0.017 ,3267766 
20-Nov-2015,57.781,0.009 ,2950873 
23-Nov-2015,57.832,0.007 ,2001482 
24-Nov-2015,57.763,-0.009 ,2604415 
25-Nov-2015,57.267,-0.008 ,2373029 
26-Nov-2015,57.951,0.015 ,3292309 
27-Nov-2015,57.622,-0.001 ,5545776 
30-Nov-2015,57.396,-0.009 ,4247367 
01-Dec-2015,59.293,0.020 ,3556546 
02-Dec-2015,59.742,0.010 ,2445536 
03-Dec-2015,59.797,-0.003 ,1902582 
04-Dec-2015,58.874,-0.016 ,3408806 
07-Dec-2015,58.491,0.004 ,2028151 
08-Dec-2015,57.813,-0.005 ,2474404 
09-Dec-2015,58.026,0.002 ,2497690 
10-Dec-2015,57.431,-0.017 ,4186508 
11-Dec-2015,56.734,0.001 ,2284470 
14-Dec-2015,56.074,-0.019 ,2914971 
15-Dec-2015,55.277,-0.007 ,2701611 
16-Dec-2015,57.190,0.029 ,3102407 
17-Dec-2015,57.492,0.020 ,5445628 
18-Dec-2015,58.478,0.011 ,7936255 
21-Dec-2015,58.876,0.004 ,2198137 
22-Dec-2015,59.080,-0.003 ,2092679 
23-Dec-2015,59.322,0.005 ,2522546 
24-Dec-2015,60.632,0.015 ,1620353 
29-Dec-2015,61.634,0.014 ,1840762 
30-Dec-2015,62.321,0.013 ,2623161 
31-Dec-2015,62.223,-0.000 ,1800609 
04-Jan-2016,60.710,-0.013 ,2230040 
05-Jan-2016,59.482,-0.016 ,2761614 
06-Jan-2016,58.060,-0.012 ,2477040 
07-Jan-2016,56.359,-0.021 ,3320993 
08-Jan-2016,55.205,-0.012 ,3791303 
11-Jan-2016,54.993,-0.010 ,2588229 
12-Jan-2016,55.438,0.010 ,2927025 
13-Jan-2016,56.327,0.020 ,3143955 
14-Jan-2016,55.459,-0.020 ,2147488 
15-Jan-2016,54.167,-0.007 ,2701597 
18-Jan-2016,53.799,-0.006 ,2460969 
19-Jan-2016,54.665,0.010 ,2300055 
20-Jan-2016,53.597,-0.020 ,3383000 
21-Jan-2016,53.736,-0.010 ,5261645 
22-Jan-2016,53.592,-0.003 ,3581094 
25-Jan-2016,54.937,0.032 ,2932402 
27-Jan-2016,54.514,-0.018 ,3232392 
28-Jan-2016,55.135,0.003 ,3143338 
29-Jan-2016,55.714,0.011 ,7035866 
01-Feb-2016,55.614,-0.006 ,3601253 
02-Feb-2016,54.910,-0.003 ,2339438 
03-Feb-2016,54.276,-0.029 ,3758642 
04-Feb-2016,55.692,0.022 ,3125514 
05-Feb-2016,54.095,-0.010 ,2267961 
08-Feb-2016,54.100,-0.003 ,2222535 
09-Feb-2016,51.512,-0.046 ,4592593 
10-Feb-2016,52.645,0.018 ,6540751 
11-Feb-2016,52.812,0.001 ,2862170 
12-Feb-2016,52.042,-0.013 ,4264022 
15-Feb-2016,53.028,0.013 ,5367415 
16-Feb-2016,51.604,-0.023 ,5455758 
17-Feb-2016,51.947,-0.004 ,3410164 
18-Feb-2016,53.155,0.027 ,3165062 
19-Feb-2016,52.488,-0.011 ,1768177 
22-Feb-2016,53.616,0.011 ,2074363 
23-Feb-2016,52.776,-0.013 ,2571840 
24-Feb-2016,51.279,-0.028 ,3963496 
25-Feb-2016,51.340,-0.004 ,5357879 
26-Feb-2016,50.409,-0.004 ,4861345 
29-Feb-2016,50.066,-0.008 ,4476962 
01-Mar-2016,51.230,0.018 ,3667485 
02-Mar-2016,53.924,0.035 ,3667940 
03-Mar-2016,55.051,0.013 ,3042379 
04-Mar-2016,56.350,0.011 ,2660545 
07-Mar-2016,57.406,0.015 ,2691887 
08-Mar-2016,56.120,-0.019 ,3363994 
09-Mar-2016,57.118,0.011 ,2661641 
10-Mar-2016,56.732,-0.002 ,1786282 
11-Mar-2016,57.758,0.003 ,1774934 
14-Mar-2016,57.745,0.006 ,4135863 
15-Mar-2016,56.256,-0.018 ,1647922 
16-Mar-2016,57.395,0.008 ,1764992 
17-Mar-2016,59.180,0.018 ,4715401 
18-Mar-2016,59.394,0.010 ,4505834 
21-Mar-2016,58.441,-0.013 ,1781730 
22-Mar-2016,58.613,-0.003 ,2824264 
23-Mar-2016,57.740,-0.003 ,2729654 
24-Mar-2016,56.317,-0.025 ,8965297 
29-Mar-2016,55.754,-0.023 ,2545930 
30-Mar-2016,56.229,0.003 ,2249949 
31-Mar-2016,57.344,0.022 ,3039143 
01-Apr-2016,55.969,-0.026 ,2904635 
04-Apr-2016,55.434,-0.001 ,1953640 
05-Apr-2016,53.744,-0.023 ,4361540 
06-Apr-2016,54.060,-0.001 ,2732316 
07-Apr-2016,53.249,-0.002 ,2312789 
08-Apr-2016,53.424,-0.003 ,3270663 
11-Apr-2016,53.690,-0.001 ,2349021 
12-Apr-2016,55.487,0.021 ,2033939 
13-Apr-2016,56.418,0.021 ,2815308 
14-Apr-2016,57.489,0.013 ,3222694 
15-Apr-2016,57.893,0.004 ,2341707 
18-Apr-2016,57.482,-0.011 ,2220565 
19-Apr-2016,58.348,0.007 ,3916364 
20-Apr-2016,58.097,-0.002 ,2357210 
21-Apr-2016,58.399,0.012 ,3324504 
22-Apr-2016,57.803,-0.006 ,2164070 
26-Apr-2016,58.583,0.008 ,2401173 
27-Apr-2016,55.932,-0.025 ,3288270 
28-Apr-2016,56.310,0.001 ,3085777 
29-Apr-2016,56.171,0.001 ,4300511 
02-May-2016,55.449,-0.021 ,2968523 
03-May-2016,56.138,0.037 ,3868830 
04-May-2016,55.629,-0.005 ,2441957 
05-May-2016,55.868,0.003 ,3250863 
06-May-2016,54.751,-0.007 ,3800504 
09-May-2016,55.426,0.019 ,3557188 
10-May-2016,57.423,0.029 ,6650553 
11-May-2016,57.518,-0.000 ,3550798 
12-May-2016,57.311,0.003 ,3738026 
13-May-2016,56.208,-0.011 ,3048547 
16-May-2016,56.838,0.008 ,2483761 
17-May-2016,57.624,0.009 ,2116261 
18-May-2016,56.104,-0.014 ,2963445 
19-May-2016,56.182,0.002 ,2549139 
20-May-2016,56.395,0.005 ,1820366 
23-May-2016,56.287,-0.002 ,2494097 
24-May-2016,55.704,-0.005 ,1814339 
25-May-2016,56.425,0.011 ,3577527 
26-May-2016,56.781,0.003 ,2442257 
27-May-2016,56.642,0.004 ,4315925 
30-May-2016,56.125,-0.009 ,1747369 
31-May-2016,55.974,-0.010 ,3681704 
01-Jun-2016,55.524,-0.012 ,3007983 
02-Jun-2016,54.637,-0.012 ,2038099 
03-Jun-2016,55.782,0.002 ,2302717 
06-Jun-2016,56.424,0.011 ,1807334 
07-Jun-2016,57.673,0.010 ,2888613 
08-Jun-2016,57.496,-0.005 ,2665616 
09-Jun-2016,56.668,-0.009 ,2295385 
10-Jun-2016,55.644,-0.011 ,1774102 
14-Jun-2016,54.081,-0.026 ,3266702 
15-Jun-2016,53.457,-0.018 ,3934390 
16-Jun-2016,52.838,-0.006 ,4469989 
17-Jun-2016,53.273,0.003 ,2866818 
20-Jun-2016,55.331,0.030 ,2386284 
21-Jun-2016,55.890,0.012 ,2977266 
22-Jun-2016,56.303,-0.000 ,2374310 
23-Jun-2016,57.075,-0.001 ,2371206 
24-Jun-2016,54.123,-0.033 ,7780996 
27-Jun-2016,53.304,0.003 ,3227055 
28-Jun-2016,53.999,0.004 ,4109344 
29-Jun-2016,54.713,0.005 ,2828505 
30-Jun-2016,55.406,0.012 ,4275739 
01-Jul-2016,55.321,-0.007 ,2354129 
04-Jul-2016,55.284,-0.006 ,2746700 
05-Jul-2016,54.115,-0.011 ,2719389 
06-Jul-2016,54.086,-0.008 ,3518493 
07-Jul-2016,54.208,0.007 ,3003488 
08-Jul-2016,54.793,-0.001 ,1831048 
11-Jul-2016,55.790,0.023 ,3227781 
12-Jul-2016,56.777,0.005 ,2770717 
13-Jul-2016,56.954,0.005 ,2111221 
14-Jul-2016,57.675,0.010 ,2148285 
15-Jul-2016,57.540,0.004 ,2021505 
18-Jul-2016,57.760,0.002 ,1790811 
